id,customer_id,amount,currency,payment_method,status,failure_reason,payment_state,possible_customer_debit,fraud_signal,retry_count,created_at
TX-F4EF814A,CUST-1177,2000.0,INR,CARD,FAILED,TEMPORARY_BANK_ERROR,CLEAR,False,False,0,2026-08-27T02:16:03.992776
TX-C001E456,CUST-1036,8500.0,INR,NACH,FAILED,SESSION_TIMEOUT,CLEAR,False,False,0,2026-08-28T10:16:03.992776
TX-72C0009E,CUST-1210,25000.0,INR,UPI,AMBIGUOUS,GATEWAY_TIMEOUT_AMBIGUOUS,AMBIGUOUS,True,False,0,2026-08-28T04:16:03.992776
TX-A30F151F,CUST-1216,2000.0,INR,NETBANKING,FAILED,CARD_EXPIRED,CLEAR,False,False,1,2026-08-27T12:16:03.992776
TX-A1186826,CUST-1194,75000.0,INR,NACH,FAILED,INVOICE_OVERDUE_18_DAYS,CLEAR,False,False,0,2026-08-28T07:16:03.992776
TX-CF14CE57,CUST-1069,11682.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T05:16:03.995285
TX-9FEB4669,CUST-1271,7182.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T14:16:03.995285
TX-AAA9B5DB,CUST-1153,1181.23,INR,NACH,SUCCESS,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T17:16:03.995285
TX-C8269751,CUST-1273,7182.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T22:16:03.995285
TX-0C4419D0,CUST-1080,4681.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T00:16:03.995285
TX-B80E60AA,CUST-1215,1181.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T21:16:03.995285
TX-7965BC27,CUST-1018,1181.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T22:16:03.996318
TX-E1373104,CUST-1126,11682.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T11:16:03.996318
TX-BED09C24,CUST-1112,2181.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T04:16:03.996318
TX-D5958EAE,CUST-1295,3681.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T00:16:03.996318
TX-60763F0C,CUST-1122,11682.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T03:16:03.996318
TX-1D4370CC,CUST-1212,7182.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T19:16:03.996318
TX-8589C36A,CUST-1090,7182.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T01:16:03.996318
TX-013A4757,CUST-1196,1181.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T16:16:03.996318
TX-A7A9CBF0,CUST-1154,4681.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T01:16:03.997328
TX-2ADE7832,CUST-1116,4681.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T15:16:03.997328
TX-F9DDA4CB,CUST-1288,4681.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T10:16:03.997328
TX-7F9D851D,CUST-1199,7182.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T20:16:03.997328
TX-F6D9B1A8,CUST-1231,3681.23,INR,NETBANKING,SUCCESS,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T07:16:03.997328
TX-B0FB15B8,CUST-1027,11682.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T12:16:03.997328
TX-6EA4D61A,CUST-1021,7182.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T00:16:03.998341
TX-E7C8D81D,CUST-1287,11682.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T06:16:03.998341
TX-13DEA4CF,CUST-1008,3681.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T00:16:03.998341
TX-A9741BAF,CUST-1246,1181.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T16:16:03.998341
TX-4823F44B,CUST-1204,11682.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T01:16:03.998341
TX-BE137601,CUST-1239,3681.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T17:16:03.998341
TX-377CC20D,CUST-1255,3681.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T06:16:03.998341
TX-6BCC6868,CUST-1105,4681.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T16:16:03.998341
TX-4E5C72D8,CUST-1075,1181.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T20:16:03.998341
TX-D26E8879,CUST-1214,7182.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T03:16:03.998341
TX-A279B11F,CUST-1195,3681.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T05:16:03.998341
TX-ECCB8FFF,CUST-1173,11682.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T05:16:03.998341
TX-43CAB66F,CUST-1252,11682.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T02:16:03.998341
TX-0C52E383,CUST-1072,3681.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T01:16:03.998341
TX-3641C3A4,CUST-1269,11682.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T08:16:03.998341
TX-6B13ED83,CUST-1071,1181.23,INR,UPI,SUCCESS,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T08:16:03.998341
TX-F608565B,CUST-1112,2181.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T13:16:03.998341
TX-7370908D,CUST-1248,7182.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T11:16:03.998341
TX-8E3DA66A,CUST-1211,7182.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T11:16:03.998341
TX-2163A5B6,CUST-1275,11682.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T11:16:03.998341
TX-90491C27,CUST-1221,11682.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T06:16:03.998341
TX-F9801D3A,CUST-1124,7182.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T21:16:03.998341
TX-40633F1A,CUST-1137,3681.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T07:16:03.998341
TX-54D5E1D2,CUST-1290,4681.23,INR,UPI,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T16:16:03.998341
TX-0077EA58,CUST-1042,3681.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T07:16:03.998341
TX-BA883A73,CUST-1283,4681.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T09:16:03.998341
TX-313411EE,CUST-1256,1181.23,INR,NACH,SUCCESS,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T19:16:03.998341
TX-8B7CD480,CUST-1271,7182.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T22:16:03.998341
TX-ED98CD78,CUST-1244,11682.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T10:16:03.998341
TX-BFBA72CB,CUST-1279,11682.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T01:16:03.998341
TX-BF47CAD9,CUST-1074,1181.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T08:16:03.998341
TX-DF8B1964,CUST-1200,2181.23,INR,NETBANKING,SUCCESS,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T12:16:03.998341
TX-6EACC37F,CUST-1041,2181.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T09:16:03.998341
TX-4C75E8B1,CUST-1039,4681.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T22:16:03.998341
TX-74A9045F,CUST-1168,7182.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-26T20:16:03.998341
TX-692E8864,CUST-1117,4681.23,INR,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T01:16:03.998341
TX-1A2DA26A,CUST-1300,4681.23,INR,NACH,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-28T07:16:03.998341
TX-3F4B4470,CUST-1038,3681.23,INR,CARD,FAILED,INSUFFICIENT_FUNDS,CLEAR,False,False,0,2026-08-27T19:16:03.998341
