id,customer_id,amount,status,next_payment_date
SUB-307dccfe,CUST-1216,2000.0,PAST_DUE,2026-08-29T13:16:03.992776
SUB-0611a71f,CUST-1080,1999.0,PAST_DUE,2026-08-29T13:16:04.108495
SUB-89c98b8a,CUST-1029,8999.0,PAST_DUE,2026-08-29T13:16:04.108495
SUB-f41c0896,CUST-1275,4999.0,PAST_DUE,2026-08-29T13:16:04.108495
SUB-2984b51e,CUST-1034,4999.0,PAST_DUE,2026-08-29T13:16:04.108495
SUB-eb744b20,CUST-1274,4999.0,PAST_DUE,2026-08-29T13:16:04.108495
SUB-4369c0e5,CUST-1060,8999.0,PAST_DUE,2026-08-29T13:16:04.108495
SUB-31271c28,CUST-1212,999.0,PAST_DUE,2026-08-29T13:16:04.108495
SUB-5a82132a,CUST-1155,4999.0,PAST_DUE,2026-08-29T13:16:04.108495
SUB-ebb7fcdf,CUST-1192,1999.0,PAST_DUE,2026-08-29T13:16:04.108495
SUB-796f8780,CUST-1013,8999.0,PAST_DUE,2026-08-29T13:16:04.108495
SUB-a27d9812,CUST-1248,1999.0,PAST_DUE,2026-08-29T13:16:04.108495
SUB-9ad261cc,CUST-1068,999.0,PAST_DUE,2026-08-29T13:16:04.108495
SUB-26b172bf,CUST-1268,8999.0,PAST_DUE,2026-08-29T13:16:04.108495
SUB-21be8954,CUST-1045,999.0,PAST_DUE,2026-08-29T13:16:04.108495
SUB-afec507c,CUST-1160,999.0,PAST_DUE,2026-08-29T13:16:04.108495
SUB-46b4dcfe,CUST-1103,1999.0,PAST_DUE,2026-08-29T13:16:04.108495
SUB-c2ebae99,CUST-1061,4999.0,PAST_DUE,2026-08-29T13:16:04.108495
SUB-95075a26,CUST-1008,4999.0,PAST_DUE,2026-08-29T13:16:04.108495
SUB-172f99d3,CUST-1164,4999.0,PAST_DUE,2026-08-29T13:16:04.108495
SUB-e7ac8131,CUST-1126,4999.0,PAST_DUE,2026-08-29T13:16:04.108495
SUB-dea7f856,CUST-1228,4999.0,PAST_DUE,2026-08-29T13:16:04.108495
SUB-d04583d5,CUST-1026,8999.0,PAST_DUE,2026-08-29T13:16:04.108495
SUB-0fec9729,CUST-1201,999.0,PAST_DUE,2026-08-29T13:16:04.108495
SUB-f1bdb850,CUST-1183,8999.0,PAST_DUE,2026-08-29T13:16:04.108495
SUB-beb69324,CUST-1239,999.0,PAST_DUE,2026-08-29T13:16:04.108495
SUB-96c37672,CUST-1234,8999.0,PAST_DUE,2026-08-29T13:16:04.108495
SUB-1693fe32,CUST-1119,8999.0,PAST_DUE,2026-08-29T13:16:04.108495
SUB-b89f9c61,CUST-1201,4999.0,PAST_DUE,2026-08-29T13:16:04.108495
SUB-e1418df0,CUST-1233,4999.0,PAST_DUE,2026-08-29T13:16:04.108495
